bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
31-90,16,-0.458,24.251,19.351,1.1704,0.8508,0.287,Ensemble_MASEweighted,BASE+mgmt,2019,9
91-180,81,0.303,59.614,42.588,0.7507,0.6892,0.561,Ensemble_MASEweighted,BASE+mgmt,2019,9
181-270,49,0.074,64.755,41.165,1.066,1.0473,0.372,Ensemble_MASEweighted,BASE+mgmt,2019,9
271-365,49,0.15,105.404,53.679,0.7575,0.7146,0.613,Ensemble_MASEweighted,BASE+mgmt,2019,9
1-7,0,,,,,,,RF,BASE+bodyweight,2019,2
8-30,0,,,,,,,RF,BASE+bodyweight,2019,2
31-90,0,,,,,,,RF,BASE+bodyweight,2019,2
91-180,0,,,,,,,RF,BASE+bodyweight,2019,2
181-270,0,,,,,,,RF,BASE+bodyweight,2019,2
271-365,0,,,,,,,RF,BASE+bodyweight,2019,2
1-7,0,,,,,,,XGB,BASE+bodyweight,2019,2
8-30,0,,,,,,,XGB,BASE+bodyweight,2019,2
31-90,0,,,,,,,XGB,BASE+bodyweight,2019,2
91-180,0,,,,,,,XGB,BASE+bodyweight,2019,2
181-270,0,,,,,,,XGB,BASE+bodyweight,2019,2
271-365,0,,,,,,,XGB,BASE+bodyweight,2019,2
1-7,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
8-30,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
31-90,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
91-180,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
181-270,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
271-365,0,,,,,,,LightGBM,BASE+bodyweight,2019,2
1-7,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
8-30,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
31-90,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
91-180,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
181-270,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
271-365,0,,,,,,,SARIMAX,BASE+bodyweight,2019,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,2
1-7,0,,,,,,,RF,BASE+bodyweight,2019,4
8-30,8,-3.931,73.578,62.944,1.646,1.6444,-0.54,RF,BASE+bodyweight,2019,4
31-90,32,-0.675,29.003,22.895,1.0462,1.0482,0.201,RF,BASE+bodyweight,2019,4
91-180,62,0.161,80.205,49.846,0.6555,0.6561,0.46,RF,BASE+bodyweight,2019,4
181-270,61,0.518,25.151,18.762,0.6661,0.6669,0.746,RF,BASE+bodyweight,2019,4
271-365,66,0.19,47.489,20.018,0.757,0.7585,0.503,RF,BASE+bodyweight,2019,4
1-7,0,,,,,,,XGB,BASE+bodyweight,2019,4
8-30,8,-3.119,67.247,54.772,1.4323,1.4309,-0.862,XGB,BASE+bodyweight,2019,4
31-90,32,-0.231,24.869,18.239,0.8335,0.835,0.253,XGB,BASE+bodyweight,2019,4
91-180,62,0.175,79.563,48.365,0.6361,0.6366,0.468,XGB,BASE+bodyweight,2019,4
181-270,61,0.519,25.139,18.077,0.6418,0.6426,0.768,XGB,BASE+bodyweight,2019,4
271-365,66,0.154,48.522,21.481,0.8123,0.814,0.402,XGB,BASE+bodyweight,2019,4
1-7,0,,,,,,,LightGBM,BASE+bodyweight,2019,4
8-30,8,-3.19,67.824,56.243,1.4707,1.4693,-0.546,LightGBM,BASE+bodyweight,2019,4
31-90,32,-0.34,25.945,19.06,0.871,0.8726,0.26,LightGBM,BASE+bodyweight,2019,4
91-180,62,0.179,79.335,48.085,0.6324,0.6329,0.493,LightGBM,BASE+bodyweight,2019,4
181-270,61,0.571,23.74,17.003,0.6036,0.6044,0.772,LightGBM,BASE+bodyweight,2019,4
271-365,66,0.157,48.455,21.398,0.8092,0.8108,0.422,LightGBM,BASE+bodyweight,2019,4
1-7,0,,,,,,,SARIMAX,BASE+bodyweight,2019,4
8-30,8,-1.688,54.327,42.894,1.1217,1.1206,-0.353,SARIMAX,BASE+bodyweight,2019,4
31-90,32,-0.242,24.982,19.952,0.9117,0.9135,0.054,SARIMAX,BASE+bodyweight,2019,4
91-180,62,0.224,77.163,51.094,0.672,0.6725,0.479,SARIMAX,BASE+bodyweight,2019,4
181-270,61,0.451,26.838,21.254,0.7545,0.7555,0.774,SARIMAX,BASE+bodyweight,2019,4
271-365,66,0.091,50.299,26.294,0.9943,0.9963,0.407,SARIMAX,BASE+bodyweight,2019,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,4
8-30,8,-2.919,65.596,53.931,1.4103,1.4089,-0.654,Ensemble_unweighted,BASE+bodyweight,2019,4
31-90,32,-0.126,23.784,17.28,0.7896,0.7911,0.222,Ensemble_unweighted,BASE+bodyweight,2019,4
91-180,62,0.196,78.514,48.518,0.6381,0.6386,0.484,Ensemble_unweighted,BASE+bodyweight,2019,4
181-270,61,0.571,23.738,16.827,0.5974,0.5982,0.771,Ensemble_unweighted,BASE+bodyweight,2019,4
271-365,66,0.174,47.953,20.143,0.7617,0.7633,0.439,Ensemble_unweighted,BASE+bodyweight,2019,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,4
8-30,8,-2.93,65.682,54.01,1.4123,1.411,-0.658,Ensemble_MASEweighted,BASE+bodyweight,2019,4
31-90,32,-0.131,23.831,17.307,0.7909,0.7924,0.224,Ensemble_MASEweighted,BASE+bodyweight,2019,4
91-180,62,0.196,78.54,48.507,0.6379,0.6385,0.484,Ensemble_MASEweighted,BASE+bodyweight,2019,4
181-270,61,0.571,23.742,16.84,0.5978,0.5986,0.771,Ensemble_MASEweighted,BASE+bodyweight,2019,4
271-365,66,0.174,47.959,20.148,0.7619,0.7634,0.438,Ensemble_MASEweighted,BASE+bodyweight,2019,4
1-7,0,,,,,,,RF,BASE+bodyweight,2019,9
8-30,0,,,,,,,RF,BASE+bodyweight,2019,9
31-90,16,-0.908,27.738,22.481,1.3597,0.9885,0.269,RF,BASE+bodyweight,2019,9
91-180,81,0.276,60.77,44.042,0.7763,0.7128,0.547,RF,BASE+bodyweight,2019,9
181-270,49,0.042,65.886,42.128,1.0909,1.0718,0.362,RF,BASE+bodyweight,2019,9
271-365,49,0.096,108.665,56.043,0.7909,0.7461,0.636,RF,BASE+bodyweight,2019,9
1-7,0,,,,,,,XGB,BASE+bodyweight,2019,9
8-30,0,,,,,,,XGB,BASE+bodyweight,2019,9
31-90,16,-0.874,27.494,21.59,1.3058,0.9493,0.314,XGB,BASE+bodyweight,2019,9
91-180,81,0.311,59.288,41.091,0.7243,0.665,0.578,XGB,BASE+bodyweight,2019,9
181-270,49,-0.01,67.643,45.488,1.1779,1.1573,0.36,XGB,BASE+bodyweight,2019,9
271-365,49,0.144,105.756,54.423,0.768,0.7245,0.618,XGB,BASE+bodyweight,2019,9
1-7,0,,,,,,,LightGBM,BASE+bodyweight,2019,9
8-30,0,,,,,,,LightGBM,BASE+bodyweight,2019,9
31-90,16,-1.907,34.242,24.952,1.5091,1.0971,0.382,LightGBM,BASE+bodyweight,2019,9
91-180,81,0.315,59.121,41.782,0.7365,0.6762,0.579,LightGBM,BASE+bodyweight,2019,9
181-270,49,0.078,64.615,42.614,1.1035,1.0842,0.407,LightGBM,BASE+bodyweight,2019,9
271-365,49,0.102,108.297,56.782,0.8013,0.7559,0.601,LightGBM,BASE+bodyweight,2019,9
1-7,0,,,,,,,SARIMAX,BASE+bodyweight,2019,9
8-30,0,,,,,,,SARIMAX,BASE+bodyweight,2019,9
31-90,16,-0.106,21.119,15.255,0.9226,0.6707,0.064,SARIMAX,BASE+bodyweight,2019,9
91-180,81,0.327,58.583,39.939,0.704,0.6464,0.576,SARIMAX,BASE+bodyweight,2019,9
181-270,49,0.143,62.315,37.446,0.9697,0.9527,0.385,SARIMAX,BASE+bodyweight,2019,9
271-365,49,0.09,109.042,56.907,0.8031,0.7576,0.591,SARIMAX,BASE+bodyweight,2019,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2019,9
31-90,16,-0.638,25.704,20.368,1.2319,0.8956,0.32,Ensemble_unweighted,BASE+bodyweight,2019,9
91-180,81,0.32,58.909,41.345,0.7288,0.6691,0.585,Ensemble_unweighted,BASE+bodyweight,2019,9
181-270,49,0.093,64.117,39.911,1.0335,1.0155,0.381,Ensemble_unweighted,BASE+bodyweight,2019,9
271-365,49,0.119,107.276,53.962,0.7615,0.7184,0.623,Ensemble_unweighted,BASE+bodyweight,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2019,9
31-90,16,-0.654,25.829,20.445,1.2366,0.899,0.322,Ensemble_MASEweighted,BASE+bodyweight,2019,9
91-180,81,0.32,58.912,41.344,0.7287,0.6691,0.586,Ensemble_MASEweighted,BASE+bodyweight,2019,9
181-270,49,0.091,64.173,40.035,1.0367,1.0186,0.381,Ensemble_MASEweighted,BASE+bodyweight,2019,9
271-365,49,0.12,107.259,54.0,0.762,0.7189,0.623,Ensemble_MASEweighted,BASE+bodyweight,2019,9
1-7,0,,,,,,,RF,BASE,2020,2
8-30,0,,,,,,,RF,BASE,2020,2
31-90,0,,,,,,,RF,BASE,2020,2
91-180,0,,,,,,,RF,BASE,2020,2
181-270,0,,,,,,,RF,BASE,2020,2
271-365,0,,,,,,,RF,BASE,2020,2
1-7,0,,,,,,,XGB,BASE,2020,2
8-30,0,,,,,,,XGB,BASE,2020,2
31-90,0,,,,,,,XGB,BASE,2020,2
91-180,0,,,,,,,XGB,BASE,2020,2
181-270,0,,,,,,,XGB,BASE,2020,2
271-365,0,,,,,,,XGB,BASE,2020,2
1-7,0,,,,,,,LightGBM,BASE,2020,2
8-30,0,,,,,,,LightGBM,BASE,2020,2
31-90,0,,,,,,,LightGBM,BASE,2020,2
91-180,0,,,,,,,LightGBM,BASE,2020,2
181-270,0,,,,,,,LightGBM,BASE,2020,2
271-365,0,,,,,,,LightGBM,BASE,2020,2
1-7,0,,,,,,,SARIMAX,BASE,2020,2
8-30,0,,,,,,,SARIMAX,BASE,2020,2
31-90,0,,,,,,,SARIMAX,BASE,2020,2
91-180,0,,,,,,,SARIMAX,BASE,2020,2
181-270,0,,,,,,,SARIMAX,BASE,2020,2
271-365,0,,,,,,,SARIMAX,BASE,2020,2
1-7,0,,,,,,,Ensemble_unweighted,BASE,2020,2
8-30,0,,,,,,,Ensemble_unweighted,BASE,2020,2
31-90,0,,,,,,,Ensemble_unweighted,BASE,2020,2
91-180,0,,,,,,,Ensemble_unweighted,BASE,2020,2
181-270,0,,,,,,,Ensemble_unweighted,BASE,2020,2
271-365,0,,,,,,,Ensemble_unweighted,BASE,2020,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE,2020,2
1-7,4,-5.172,18.727,17.226,1.5305,1.9431,0.425,RF,BASE,2020,4
8-30,21,-1.103,21.374,18.281,1.4464,1.5934,0.211,RF,BASE,2020,4
31-90,37,-0.096,45.971,31.407,1.1887,1.0829,-0.075,RF,BASE,2020,4
91-180,42,0.039,20.538,16.492,0.9756,0.7853,0.31,RF,BASE,2020,4
181-270,79,0.112,77.159,49.943,0.9796,0.8195,0.347,RF,BASE,2020,4
271-365,80,0.232,87.457,35.142,0.8962,0.8147,0.56,RF,BASE,2020,4
1-7,4,-6.158,20.168,18.534,1.6468,2.0907,0.38,XGB,BASE,2020,4
8-30,21,-0.431,17.629,13.287,1.0513,1.1581,0.169,XGB,BASE,2020,4
31-90,37,-0.121,46.498,30.907,1.1697,1.0657,-0.195,XGB,BASE,2020,4
91-180,42,-0.005,21.007,16.443,0.9728,0.783,0.236,XGB,BASE,2020,4
181-270,79,0.097,77.818,48.07,0.9428,0.7888,0.311,XGB,BASE,2020,4
271-365,80,0.143,92.422,39.833,1.0158,0.9234,0.422,XGB,BASE,2020,4
1-7,4,-5.556,19.301,17.701,1.5727,1.9967,0.326,LightGBM,BASE,2020,4
8-30,21,-0.603,18.659,14.546,1.1509,1.2678,0.203,LightGBM,BASE,2020,4
31-90,37,-0.116,46.404,31.577,1.1951,1.0887,-0.133,LightGBM,BASE,2020,4
91-180,42,0.032,20.614,16.448,0.973,0.7832,0.247,LightGBM,BASE,2020,4
181-270,79,0.105,77.458,48.826,0.9577,0.8012,0.326,LightGBM,BASE,2020,4
271-365,80,0.145,92.326,39.23,1.0004,0.9094,0.435,LightGBM,BASE,2020,4
1-7,4,-1.436,11.766,9.313,0.8275,1.0506,0.013,SARIMAX,BASE,2020,4
8-30,21,0.188,13.278,10.243,0.8104,0.8928,0.448,SARIMAX,BASE,2020,4
31-90,37,-0.057,45.161,26.705,1.0107,0.9208,0.048,SARIMAX,BASE,2020,4
91-180,42,0.056,20.353,17.311,1.0241,0.8243,0.422,SARIMAX,BASE,2020,4
181-270,79,0.094,77.915,50.923,0.9988,0.8356,0.317,SARIMAX,BASE,2020,4
271-365,80,0.123,93.461,40.829,1.0412,0.9465,0.371,SARIMAX,BASE,2020,4
1-7,4,-4.185,17.166,15.514,1.3784,1.75,0.357,Ensemble_unweighted,BASE,2020,4
8-30,21,-0.278,16.662,12.256,0.9698,1.0683,0.275,Ensemble_unweighted,BASE,2020,4
31-90,37,-0.08,45.634,29.785,1.1273,1.027,-0.099,Ensemble_unweighted,BASE,2020,4
91-180,42,0.087,20.015,16.137,0.9546,0.7684,0.345,Ensemble_unweighted,BASE,2020,4
181-270,79,0.109,77.281,48.955,0.9602,0.8033,0.332,Ensemble_unweighted,BASE,2020,4
271-365,80,0.167,91.132,37.653,0.9602,0.8729,0.462,Ensemble_unweighted,BASE,2020,4
1-7,4,-4.236,17.25,15.605,1.3865,1.7602,0.358,Ensemble_MASEweighted,BASE,2020,4
8-30,21,-0.286,16.713,12.302,0.9734,1.0722,0.272,Ensemble_MASEweighted,BASE,2020,4
31-90,37,-0.081,45.657,29.835,1.1292,1.0287,-0.101,Ensemble_MASEweighted,BASE,2020,4
91-180,42,0.086,20.031,16.12,0.9536,0.7676,0.342,Ensemble_MASEweighted,BASE,2020,4
181-270,79,0.109,77.286,48.937,0.9598,0.803,0.332,Ensemble_MASEweighted,BASE,2020,4
271-365,80,0.166,91.156,37.685,0.961,0.8736,0.462,Ensemble_MASEweighted,BASE,2020,4
1-7,4,-58.269,28.61,28.046,1.1485,8.5647,0.595,RF,BASE,2020,9
8-30,19,0.008,151.367,59.29,0.9622,0.9098,0.339,RF,BASE,2020,9
31-90,24,-2.904,28.282,23.872,1.1454,1.9635,0.404,RF,BASE,2020,9
91-180,57,-0.156,21.814,16.256,0.8791,0.8752,0.19,RF,BASE,2020,9
181-270,64,0.161,88.088,60.761,0.9914,0.8971,0.403,RF,BASE,2020,9
271-365,86,0.115,49.982,31.169,0.8995,0.9469,0.404,RF,BASE,2020,9
1-7,4,-68.778,31.043,30.561,1.2515,9.3326,0.471,XGB,BASE,2020,9
8-30,19,0.035,149.279,59.909,0.9722,0.9193,0.381,XGB,BASE,2020,9
31-90,24,-3.719,31.092,24.63,1.1817,2.0258,0.263,XGB,BASE,2020,9
91-180,57,-0.162,21.873,16.205,0.8763,0.8725,0.12,XGB,BASE,2020,9
181-270,64,0.19,86.575,57.953,0.9455,0.8557,0.466,XGB,BASE,2020,9
271-365,86,0.125,49.681,30.623,0.8837,0.9303,0.399,XGB,BASE,2020,9
1-7,4,-56.661,28.219,27.811,1.1389,8.4927,0.448,LightGBM,BASE,2020,9
8-30,19,0.056,147.662,60.231,0.9775,0.9242,0.443,LightGBM,BASE,2020,9
31-90,24,-4.157,32.505,26.138,1.2541,2.1499,0.306,LightGBM,BASE,2020,9
91-180,57,-0.119,21.464,15.777,0.8532,0.8494,0.125,LightGBM,BASE,2020,9
181-270,64,0.165,87.892,60.043,0.9796,0.8865,0.43,LightGBM,BASE,2020,9
271-365,86,0.108,50.16,31.948,0.9219,0.9705,0.395,LightGBM,BASE,2020,9
1-7,4,-53.178,27.354,24.051,0.9849,7.3447,0.234,SARIMAX,BASE,2020,9
8-30,19,-0.064,156.748,59.505,0.9657,0.9131,0.307,SARIMAX,BASE,2020,9
31-90,24,-1.033,20.408,15.205,0.7296,1.2507,0.43,SARIMAX,BASE,2020,9
91-180,57,-0.136,21.623,15.433,0.8346,0.8309,0.049,SARIMAX,BASE,2020,9
181-270,64,0.208,85.61,56.589,0.9233,0.8355,0.469,SARIMAX,BASE,2020,9
271-365,86,-0.007,53.296,32.531,0.9388,0.9883,0.255,SARIMAX,BASE,2020,9
1-7,4,-56.07,28.074,27.617,1.131,8.4337,0.528,Ensemble_unweighted,BASE,2020,9
8-30,19,0.013,150.946,58.231,0.945,0.8935,0.381,Ensemble_unweighted,BASE,2020,9
31-90,24,-2.666,27.403,21.383,1.0259,1.7587,0.356,Ensemble_unweighted,BASE,2020,9
91-180,57,-0.1,21.284,15.387,0.8321,0.8284,0.13,Ensemble_unweighted,BASE,2020,9
181-270,64,0.187,86.724,58.232,0.9501,0.8598,0.45,Ensemble_unweighted,BASE,2020,9
271-365,86,0.098,50.45,31.028,0.8954,0.9426,0.367,Ensemble_unweighted,BASE,2020,9
1-7,4,-56.248,28.118,27.673,1.1332,8.4507,0.532,Ensemble_MASEweighted,BASE,2020,9
8-30,19,0.015,150.865,58.272,0.9457,0.8942,0.382,Ensemble_MASEweighted,BASE,2020,9
31-90,24,-2.702,27.539,21.516,1.0323,1.7697,0.354,Ensemble_MASEweighted,BASE,2020,9
91-180,57,-0.101,21.29,15.393,0.8324,0.8287,0.13,Ensemble_MASEweighted,BASE,2020,9
181-270,64,0.187,86.736,58.243,0.9503,0.86,0.45,Ensemble_MASEweighted,BASE,2020,9
271-365,86,0.099,50.423,31.028,0.8954,0.9426,0.368,Ensemble_MASEweighted,BASE,2020,9
1-7,0,,,,,,,RF,BASE+species,2020,2
8-30,0,,,,,,,RF,BASE+species,2020,2
31-90,0,,,,,,,RF,BASE+species,2020,2
91-180,0,,,,,,,RF,BASE+species,2020,2
181-270,0,,,,,,,RF,BASE+species,2020,2
271-365,0,,,,,,,RF,BASE+species,2020,2
1-7,0,,,,,,,XGB,BASE+species,2020,2
8-30,0,,,,,,,XGB,BASE+species,2020,2
31-90,0,,,,,,,XGB,BASE+species,2020,2
91-180,0,,,,,,,XGB,BASE+species,2020,2
181-270,0,,,,,,,XGB,BASE+species,2020,2
271-365,0,,,,,,,XGB,BASE+species,2020,2
1-7,0,,,,,,,LightGBM,BASE+species,2020,2
8-30,0,,,,,,,LightGBM,BASE+species,2020,2
31-90,0,,,,,,,LightGBM,BASE+species,2020,2
91-180,0,,,,,,,LightGBM,BASE+species,2020,2
181-270,0,,,,,,,LightGBM,BASE+species,2020,2
271-365,0,,,,,,,LightGBM,BASE+species,2020,2
1-7,0,,,,,,,SARIMAX,BASE+species,2020,2
8-30,0,,,,,,,SARIMAX,BASE+species,2020,2
31-90,0,,,,,,,SARIMAX,BASE+species,2020,2
91-180,0,,,,,,,SARIMAX,BASE+species,2020,2
181-270,0,,,,,,,SARIMAX,BASE+species,2020,2
271-365,0,,,,,,,SARIMAX,BASE+species,2020,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+species,2020,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+species,2020,2
1-7,4,-5.016,18.489,16.898,1.5014,1.9061,0.344,RF,BASE+species,2020,4
8-30,21,-1.147,21.596,18.614,1.4728,1.6224,0.226,RF,BASE+species,2020,4
31-90,37,-0.078,45.599,31.128,1.1781,1.0733,-0.047,RF,BASE+species,2020,4
91-180,42,0.016,20.782,16.64,0.9844,0.7923,0.242,RF,BASE+species,2020,4
181-270,79,0.122,76.709,49.079,0.9626,0.8053,0.357,RF,BASE+species,2020,4
271-365,80,0.205,89.003,36.017,0.9185,0.835,0.525,RF,BASE+species,2020,4
1-7,4,-5.971,19.903,18.318,1.6276,2.0664,0.356,XGB,BASE+species,2020,4
8-30,21,-0.52,18.173,14.165,1.1208,1.2346,0.169,XGB,BASE+species,2020,4
31-90,37,-0.121,46.498,31.015,1.1738,1.0694,-0.185,XGB,BASE+species,2020,4
91-180,42,-0.068,21.658,16.776,0.9925,0.7988,0.086,XGB,BASE+species,2020,4
181-270,79,0.109,77.298,47.701,0.9356,0.7827,0.331,XGB,BASE+species,2020,4
271-365,80,0.143,92.392,39.926,1.0182,0.9256,0.424,XGB,BASE+species,2020,4
1-7,4,-5.753,19.59,17.893,1.5899,2.0184,0.323,LightGBM,BASE+species,2020,4
8-30,21,-0.443,17.706,13.712,1.085,1.1952,0.251,LightGBM,BASE+species,2020,4
31-90,37,-0.116,46.398,31.778,1.2027,1.0957,-0.13,LightGBM,BASE+species,2020,4
91-180,42,-0.051,21.477,17.066,1.0096,0.8126,0.117,LightGBM,BASE+species,2020,4
181-270,79,0.122,76.716,47.491,0.9315,0.7793,0.35,LightGBM,BASE+species,2020,4
271-365,80,0.139,92.618,39.612,1.0102,0.9183,0.422,LightGBM,BASE+species,2020,4
1-7,4,-1.436,11.766,9.313,0.8275,1.0506,0.013,SARIMAX,BASE+species,2020,4
8-30,21,0.188,13.278,10.243,0.8104,0.8928,0.448,SARIMAX,BASE+species,2020,4
31-90,37,-0.057,45.161,26.705,1.0107,0.9208,0.048,SARIMAX,BASE+species,2020,4
91-180,42,0.056,20.353,17.311,1.0241,0.8243,0.422,SARIMAX,BASE+species,2020,4
181-270,79,0.094,77.915,50.923,0.9988,0.8356,0.317,SARIMAX,BASE+species,2020,4
271-365,80,0.123,93.461,40.829,1.0412,0.9465,0.371,SARIMAX,BASE+species,2020,4
1-7,4,-4.17,17.141,15.426,1.3706,1.7401,0.319,Ensemble_unweighted,BASE+species,2020,4
8-30,21,-0.269,16.604,12.315,0.9744,1.0734,0.295,Ensemble_unweighted,BASE+species,2020,4
31-90,37,-0.075,45.537,29.778,1.127,1.0267,-0.089,Ensemble_unweighted,BASE+species,2020,4
91-180,42,0.073,20.175,16.084,0.9515,0.7659,0.303,Ensemble_unweighted,BASE+species,2020,4
181-270,79,0.12,76.826,48.309,0.9475,0.7927,0.346,Ensemble_unweighted,BASE+species,2020,4
271-365,80,0.158,91.606,37.99,0.9688,0.8807,0.447,Ensemble_unweighted,BASE+species,2020,4
1-7,4,-4.221,17.225,15.518,1.3788,1.7505,0.321,Ensemble_MASEweighted,BASE+species,2020,4
8-30,21,-0.277,16.655,12.368,0.9786,1.078,0.292,Ensemble_MASEweighted,BASE+species,2020,4
31-90,37,-0.076,45.562,29.831,1.129,1.0286,-0.091,Ensemble_MASEweighted,BASE+species,2020,4
91-180,42,0.07,20.205,16.081,0.9513,0.7657,0.297,Ensemble_MASEweighted,BASE+species,2020,4
181-270,79,0.12,76.825,48.285,0.947,0.7923,0.346,Ensemble_MASEweighted,BASE+species,2020,4
271-365,80,0.158,91.622,38.018,0.9695,0.8813,0.447,Ensemble_MASEweighted,BASE+species,2020,4
1-7,4,-55.084,27.831,27.322,1.1189,8.3435,0.596,RF,BASE+species,2020,9
8-30,19,0.006,151.535,59.405,0.964,0.9115,0.319,RF,BASE+species,2020,9
31-90,24,-2.923,28.349,23.994,1.1512,1.9735,0.397,RF,BASE+species,2020,9
91-180,57,-0.167,21.917,16.234,0.8779,0.874,0.155,RF,BASE+species,2020,9
181-270,64,0.187,86.727,58.304,0.9513,0.8609,0.437,RF,BASE+species,2020,9
271-365,86,0.151,48.958,29.804,0.8601,0.9054,0.429,RF,BASE+species,2020,9
1-7,4,-69.807,31.271,30.898,1.2653,9.4356,0.521,XGB,BASE+species,2020,9
8-30,19,0.041,148.83,59.826,0.9709,0.918,0.41,XGB,BASE+species,2020,9
31-90,24,-3.96,31.878,25.501,1.2236,2.0975,0.252,XGB,BASE+species,2020,9
91-180,57,-0.172,21.966,16.413,0.8875,0.8836,0.109,XGB,BASE+species,2020,9
181-270,64,0.206,85.736,56.635,0.924,0.8362,0.502,XGB,BASE+species,2020,9
271-365,86,0.15,48.975,29.199,0.8426,0.8871,0.425,XGB,BASE+species,2020,9
1-7,4,-63.525,29.852,29.39,1.2036,8.9749,0.473,LightGBM,BASE+species,2020,9
8-30,19,0.052,148.0,60.29,0.9784,0.9251,0.434,LightGBM,BASE+species,2020,9
31-90,24,-3.983,31.952,25.811,1.2384,2.123,0.313,LightGBM,BASE+species,2020,9
91-180,57,-0.136,21.63,16.051,0.868,0.8642,0.12,LightGBM,BASE+species,2020,9
181-270,64,0.187,86.744,58.549,0.9553,0.8645,0.439,LightGBM,BASE+species,2020,9
271-365,86,0.162,48.628,29.645,0.8555,0.9006,0.444,LightGBM,BASE+species,2020,9
1-7,4,-53.178,27.354,24.051,0.9849,7.3447,0.234,SARIMAX,BASE+species,2020,9
8-30,19,-0.064,156.748,59.505,0.9657,0.9131,0.307,SARIMAX,BASE+species,2020,9
31-90,24,-1.033,20.408,15.205,0.7296,1.2507,0.43,SARIMAX,BASE+species,2020,9
91-180,57,-0.136,21.623,15.433,0.8346,0.8309,0.049,SARIMAX,BASE+species,2020,9
181-270,64,0.208,85.61,56.589,0.9233,0.8355,0.469,SARIMAX,BASE+species,2020,9
271-365,86,-0.007,53.296,32.531,0.9388,0.9883,0.255,SARIMAX,BASE+species,2020,9
1-7,4,-57.242,28.361,27.915,1.1432,8.5247,0.538,Ensemble_unweighted,BASE+species,2020,9
8-30,19,0.013,150.958,58.232,0.945,0.8935,0.381,Ensemble_unweighted,BASE+species,2020,9
31-90,24,-2.684,27.474,21.54,1.0335,1.7717,0.354,Ensemble_unweighted,BASE+species,2020,9
91-180,57,-0.113,21.406,15.485,0.8374,0.8337,0.117,Ensemble_unweighted,BASE+species,2020,9
181-270,64,0.205,85.798,56.869,0.9278,0.8397,0.47,Ensemble_unweighted,BASE+species,2020,9
